geo_name,geo_state,geo_id,percentage_below_poverty
"Franklin County, ID",05000US16041,0.123852857253027
"Fremont County, ID",05000US16043,0.120457329522254
"Gem County, ID",05000US16045,0.221829720991498
"Gooding County, ID",05000US16047,0.156137784279824
"Idaho County, ID",05000US16049,0.161446396740514
"Jefferson County, ID",05000US16051,0.111921510551648
"Jerome County, ID",05000US16053,0.169236958562425
"Kootenai County, ID",05000US16055,0.126228035896698
"Latah County, ID",05000US16057,0.224356979146034
"Lemhi County, ID",05000US16059,0.168614576493762
"Lewis County, ID",05000US16061,0.159211927582535
"Lincoln County, ID",05000US16063,0.120206067544362
"Madison County, ID",05000US16065,0.326461949265688
"Minidoka County, ID",05000US16067,0.178148921363953
"Nez Perce County, ID",05000US16069,0.13571115635389
"Oneida County, ID",05000US16071,0.137328928739972
"Owyhee County, ID",05000US16073,0.235897893609425
"Payette County, ID",05000US16075,0.188608902663612
"Power County, ID",05000US16077,0.122949744128067
"Shoshone County, ID",05000US16079,0.178959312692495
"Teton County, ID",05000US16081,0.12292804445722
"Twin Falls County, ID",05000US16083,0.155923902806555
"Valley County, ID",05000US16085,0.140309521369273
"Washington County, ID",05000US16087,0.15297220531548
"Adams County, IL",05000US17001,0.129480211283779
"Alexander County, IL",05000US17003,0.334602988573103
"Bond County, IL",05000US17005,0.165446179767999
"Boone County, IL",05000US17007,0.111129921185787
"Brown County, IL",05000US17009,0.117099266891222
"Bureau County, IL",05000US17011,0.130530241511023
"Calhoun County, IL",05000US17013,0.124424926808867
"Carroll County, IL",05000US17015,0.114389874810841
"Cass County, IL",05000US17017,0.138817680416375
"Champaign County, IL",05000US17019,0.216177181151656
"Christian County, IL",05000US17021,0.135946570126709
"Clark County, IL",05000US17023,0.162996709693748
"Clay County, IL",05000US17025,0.140753112663225
"Clinton County, IL",05000US17027,0.094999023791594
"Coles County, IL",05000US17029,0.218886663669432
"Cook County, IL",05000US17031,0.166610655371055
"Crawford County, IL",05000US17033,0.12257451210647
"Cumberland County, IL",05000US17035,0.162708391543262
"DeKalb County, IL",05000US17037,0.182283069881421
"De Witt County, IL",05000US17039,0.11993274799178
"Douglas County, IL",05000US17041,0.113679365891076
"DuPage County, IL",05000US17043,0.070474669130707
"Edgar County, IL",05000US17045,0.162432200970597
"Edwards County, IL",05000US17047,0.116995073891626
"Effingham County, IL",05000US17049,0.107782655119231
"Fayette County, IL",05000US17051,0.160905840286055
"Ford County, IL",05000US17053,0.140370620451647
"Franklin County, IL",05000US17055,0.191787178099142
"Fulton County, IL",05000US17057,0.155862726406101
"Gallatin County, IL",05000US17059,0.162417374881964
"Greene County, IL",05000US17061,0.174432126521436
"Grundy County, IL",05000US17063,0.098125225333494
"Hamilton County, IL",05000US17065,0.149864765183182
"Hancock County, IL",05000US17067,0.115390883902863
"Hardin County, IL",05000US17069,0.188275358793481
"Henderson County, IL",05000US17071,0.105865314989138
"Henry County, IL",05000US17073,0.123277009728623
"Iroquois County, IL",05000US17075,0.161188749336635
"Jackson County, IL",05000US17077,0.282526055402972
"Jasper County, IL",05000US17079,0.082385457637929
"Jefferson County, IL",05000US17081,0.177152042569702
"Jersey County, IL",05000US17083,0.091002235469449
"Jo Daviess County, IL",05000US17085,0.093341828607837
"Johnson County, IL",05000US17087,0.126075293682361
"Kane County, IL",05000US17089,0.11018360088436
"Kankakee County, IL",05000US17091,0.157291588645045
"Kendall County, IL",05000US17093,0.054462659380692
"Knox County, IL",05000US17095,0.176193565941771
"Lake County, IL",05000US17097,0.088514969657972
"LaSalle County, IL",05000US17099,0.138887352762263
"Lawrence County, IL",05000US17101,0.159778017062868
"Lee County, IL",05000US17103,0.119507186858316
"Livingston County, IL",05000US17105,0.128209648040425
"Logan County, IL",05000US17107,0.124651549823175
"McDonough County, IL",05000US17109,0.234821171041246
"McHenry County, IL",05000US17111,0.077556159604432
"McLean County, IL",05000US17113,0.141818489242085
"Macon County, IL",05000US17115,0.187333556054026
"Macoupin County, IL",05000US17117,0.129525111336479
"Madison County, IL",05000US17119,0.131929663080788
"Marion County, IL",05000US17121,0.183286179469386
"Marshall County, IL",05000US17123,0.098919792464064
"Mason County, IL",05000US17125,0.154854297847415
"Massac County, IL",05000US17127,0.18805990562812
"Menard County, IL",05000US17129,0.126680706301636
"Mercer County, IL",05000US17131,0.102945854806897
"Monroe County, IL",05000US17133,0.044323320655266
"Montgomery County, IL",05000US17135,0.153595579746
"Morgan County, IL",05000US17137,0.149510038622363
"Moultrie County, IL",05000US17139,0.121156085199644
"Ogle County, IL",05000US17141,0.109331205232015
"Peoria County, IL",05000US17143,0.165282469840675
"Perry County, IL",05000US17145,0.161276905479879
"Piatt County, IL",05000US17147,0.056610687022901
"Pike County, IL",05000US17149,0.144185445857816
"Pope County, IL",05000US17151,0.149025413274118
"Pulaski County, IL",05000US17153,0.182846207376479
"Putnam County, IL",05000US17155,0.104404281452887
"Randolph County, IL",05000US17157,0.111111111111111
"Richland County, IL",05000US17159,0.146609148004821
"Rock Island County, IL",05000US17161,0.150971514941766
"St. Clair County, IL",05000US17163,0.176162136939776
"Saline County, IL",05000US17165,0.222639619333834
"Sangamon County, IL",05000US17167,0.152123302103516
"Schuyler County, IL",05000US17169,0.200597099800967
"Scott County, IL",05000US17171,0.149101796407186
"Shelby County, IL",05000US17173,0.129195402298851
"Stark County, IL",05000US17175,0.134289211400595
"Stephenson County, IL",05000US17177,0.158565579183727
"Tazewell County, IL",05000US17179,0.079251101654561
"Union County, IL",05000US17181,0.154581811858807
"Vermilion County, IL",05000US17183,0.197363775450159
"Wabash County, IL",05000US17185,0.11993375751765
"Warren County, IL",05000US17187,0.154677576941866
"Washington County, IL",05000US17189,0.111969385585713
"Wayne County, IL",05000US17191,0.155695198584589
"White County, IL",05000US17193,0.139960011425307
"Whiteside County, IL",05000US17195,0.114020526550647
"Will County, IL",05000US17197,0.076931388438682
"Williamson County, IL",05000US17199,0.148928675355704
"Winnebago County, IL",05000US17201,0.155273399665405
"Woodford County, IL",05000US17203,0.077195560336911
"Adams County, IN",05000US18001,0.18047676435143
"Allen County, IN",05000US18003,0.151844572624827
"Bartholomew County, IN",05000US18005,0.126245048283194
"Benton County, IN",05000US18007,0.127828318171215
"Blackford County, IN",05000US18009,0.11970549305096
"Boone County, IN",05000US18011,0.060809706007391
"Brown County, IN",05000US18013,0.127110630825341
"Carroll County, IN",05000US18015,0.108084891359272
"Cass County, IN",05000US18017,0.150717511557682
"Clark County, IN",05000US18019,0.099413484508147
"Clay County, IN",05000US18021,0.167171736545322
"Clinton County, IN",05000US18023,0.127085685610337
"Crawford County, IN",05000US18025,0.194697042213076
"Daviess County, IN",05000US18027,0.135049134300421
"Dearborn County, IN",05000US18029,0.093099132005007
"Decatur County, IN",05000US18031,0.130495302169122
"DeKalb County, IN",05000US18033,0.12828023050912
"Delaware County, IN",05000US18035,0.219768645301924
"Dubois County, IN",05000US18037,0.085440215950447
"Elkhart County, IN",05000US18039,0.148635864643777
"Fayette County, IN",05000US18041,0.19262577532736
"Floyd County, IN",05000US18043,0.12070046279625
"Fountain County, IN",05000US18045,0.127434170238824
"Franklin County, IN",05000US18047,0.113645335321725
"Fulton County, IN",05000US18049,0.140152641490732
"Gibson County, IN",05000US18051,0.110255940382383
"Grant County, IN",05000US18053,0.193540700260533
"Greene County, IN",05000US18055,0.149184293778302
"Hamilton County, IN",05000US18057,0.051082187822772
"Hancock County, IN",05000US18059,0.074022091538127
"Harrison County, IN",05000US18061,0.132254162699128
"Hendricks County, IN",05000US18063,0.051218348120011
"Henry County, IN",05000US18065,0.162018563019467
"Howard County, IN",05000US18067,0.167878817661368
"Huntington County, IN",05000US18069,0.120406768073834
"Jackson County, IN",05000US18071,0.147807571716037
"Jasper County, IN",05000US18073,0.076847047195454
"Jay County, IN",05000US18075,0.15914215803867
"Jefferson County, IN",05000US18077,0.144814481448145
"Jennings County, IN",05000US18079,0.152706862212566
"Johnson County, IN",05000US18081,0.092947369147241
"Knox County, IN",05000US18083,0.140781364844236
"Kosciusko County, IN",05000US18085,0.110059975696123
"LaGrange County, IN",05000US18087,0.124502962475313
"Lake County, IN",05000US18089,0.17568199500091
"LaPorte County, IN",05000US18091,0.172914254312798
"Lawrence County, IN",05000US18093,0.128946486426098
"Madison County, IN",05000US18095,0.167537480193394
"Marion County, IN",05000US18097,0.205403748131683
"Marshall County, IN",05000US18099,0.116048579483843
"Martin County, IN",05000US18101,0.121548055033158
"Miami County, IN",05000US18103,0.160626371670918
"Monroe County, IN",05000US18105,0.249672754472356
"Montgomery County, IN",05000US18107,0.126951520131471
"Morgan County, IN",05000US18109,0.125329931374274
"Newton County, IN",05000US18111,0.133028521663401
"Noble County, IN",05000US18113,0.114258714374691
"Ohio County, IN",05000US18115,0.06704948488431
"Orange County, IN",05000US18117,0.16444212721585
"Owen County, IN",05000US18119,0.147795567094572
"Parke County, IN",05000US18121,0.149595600129408
"Perry County, IN",05000US18123,0.147412651816036
"Pike County, IN",05000US18125,0.100851236319416
"Porter County, IN",05000US18127,0.107755843422659
"Posey County, IN",05000US18129,0.0971616586062
"Pulaski County, IN",05000US18131,0.134222919937206
"Putnam County, IN",05000US18133,0.103194718232736
"Randolph County, IN",05000US18135,0.173398105026498
"Ripley County, IN",05000US18137,0.100911551061102
"Rush County, IN",05000US18139,0.179556679918082
"St. Joseph County, IN",05000US18141,0.171626162381808
"Scott County, IN",05000US18143,0.140250708336911
"Shelby County, IN",05000US18145,0.125189646453037
"Spencer County, IN",05000US18147,0.0985171046836
"Starke County, IN",05000US18149,0.156825119930222
"Steuben County, IN",05000US18151,0.104231039862942
"Sullivan County, IN",05000US18153,0.173145251100387
"Switzerland County, IN",05000US18155,0.215004840271055
"Tippecanoe County, IN",05000US18157,0.217559435142704
"Tipton County, IN",05000US18159,0.087036308821602
"Union County, IN",05000US18161,0.095204809170977
"Vanderburgh County, IN",05000US18163,0.169798596346844
"Vermillion County, IN",05000US18165,0.134311950336265
"Vigo County, IN",05000US18167,0.203060129209956
"Wabash County, IN",05000US18169,0.126783355350066
"Warren County, IN",05000US18171,0.079015704216644
"Warrick County, IN",05000US18173,0.095399860802704
"Washington County, IN",05000US18175,0.149378802783546
"Wayne County, IN",05000US18177,0.199227978074577
"Wells County, IN",05000US18179,0.125651950341585
"White County, IN",05000US18181,0.099530831099196
"Whitley County, IN",05000US18183,0.087576126674787
"Adair County, IA",05000US19001,0.096897038081805
"Adams County, IA",05000US19003,0.098081023454158
"Allamakee County, IA",05000US19005,0.101766991714935
"Appanoose County, IA",05000US19007,0.160947317544708
"Audubon County, IA",05000US19009,0.116229244777718
"Benton County, IA",05000US19011,0.092065126965892
"Black Hawk County, IA",05000US19013,0.154190392298738
"Boone County, IA",05000US19015,0.103202018241801
"Bremer County, IA",05000US19017,0.072954278505242
"Buchanan County, IA",05000US19019,0.092015649905811
"Buena Vista County, IA",05000US19021,0.132793564024547
"Butler County, IA",05000US19023,0.087998361551065
"Calhoun County, IA",05000US19025,0.148389904264578
"Carroll County, IA",05000US19027,0.094229147025257
"Cass County, IA",05000US19029,0.150893196503231
"Cedar County, IA",05000US19031,0.064014984574703
"Cerro Gordo County, IA",05000US19033,0.128498637279299
"Cherokee County, IA",05000US19035,0.117610398860399
"Chickasaw County, IA",05000US19037,0.089543519986648
"Clarke County, IA",05000US19039,0.159868059373282
"Clay County, IA",05000US19041,0.118720039843118
"Clayton County, IA",05000US19043,0.105465169569203
"Clinton County, IA",05000US19045,0.136276595744681
"Crawford County, IA",05000US19047,0.217232221894364
"Dallas County, IA",05000US19049,0.0570500090269
"Davis County, IA",05000US19051,0.187196110210697
"Decatur County, IA",05000US19053,0.20821035685538
"Delaware County, IA",05000US19055,0.096092061452188
"Des Moines County, IA",05000US19057,0.166857026828092
"Dickinson County, IA",05000US19059,0.068872827190729
"Dubuque County, IA",05000US19061,0.125339893823644
"Emmet County, IA",05000US19063,0.135707944962273
"Fayette County, IA",05000US19065,0.131469030154849
"Floyd County, IA",05000US19067,0.14068344639574
"Franklin County, IA",05000US19069,0.147276986140933
"Fremont County, IA",05000US19071,0.104545454545455
"Greene County, IA",05000US19073,0.106394893045134
"Grundy County, IA",05000US19075,0.059531662269129
"Guthrie County, IA",05000US19077,0.105671811381498
"Hamilton County, IA",05000US19079,0.107660455486542
"Hancock County, IA",05000US19081,0.094938465809198
"Hardin County, IA",05000US19083,0.080862205443585
"Harrison County, IA",05000US19085,0.105135520684736
"Henry County, IA",05000US19087,0.13579511614056
"Howard County, IA",05000US19089,0.115896205843873
"Humboldt County, IA",05000US19091,0.135696950511765
"Ida County, IA",05000US19093,0.110272780034823
"Iowa County, IA",05000US19095,0.098351442487823
"Jackson County, IA",05000US19097,0.137918486171761
"Jasper County, IA",05000US19099,0.092708572741899
"Jefferson County, IA",05000US19101,0.155769828926905
"Johnson County, IA",05000US19103,0.178812602358642
"Jones County, IA",05000US19105,0.106347380529123
"Keokuk County, IA",05000US19107,0.128431275393915
"Kossuth County, IA",05000US19109,0.097374765604072
"Lee County, IA",05000US19111,0.16395596694601
"Linn County, IA",05000US19113,0.093674435234233
"Louisa County, IA",05000US19115,0.125541125541126
"Lucas County, IA",05000US19117,0.106246351430239
"Lyon County, IA",05000US19119,0.058350622406639
"Madison County, IA",05000US19121,0.068304063249303
"Mahaska County, IA",05000US19123,0.138856852885547
"Marion County, IA",05000US19125,0.098547783626102
"Marshall County, IA",05000US19127,0.10745674784054
"Mills County, IA",05000US19129,0.082307060755337
"Mitchell County, IA",05000US19131,0.092196559262428
"Monona County, IA",05000US19133,0.144675531310376
"Monroe County, IA",05000US19135,0.132392559332906
"Montgomery County, IA",05000US19137,0.150595882990249
"Muscatine County, IA",05000US19139,0.114010304138275
"O'Brien County, IA",05000US19141,0.092528236316247
"Osceola County, IA",05000US19143,0.10440105890139
"Page County, IA",05000US19145,0.149498943349922
"Palo Alto County, IA",05000US19147,0.090557891148733
"Plymouth County, IA",05000US19149,0.086205488402483
"Pocahontas County, IA",05000US19151,0.128298057407944
"Polk County, IA",05000US19153,0.124310398436459
"Pottawattamie County, IA",05000US19155,0.117580927818007
"Poweshiek County, IA",05000US19157,0.100130579297246
"Ringgold County, IA",05000US19159,0.109919571045576
"Sac County, IA",05000US19161,0.101620629905208
"Scott County, IA",05000US19163,0.121612363198751
"Shelby County, IA",05000US19165,0.100299017513883
"Sioux County, IA",05000US19167,0.075869990376556
"Story County, IA",05000US19169,0.223457195840473
"Tama County, IA",05000US19171,0.129743468495094
"Taylor County, IA",05000US19173,0.131951299769661
"Union County, IA",05000US19175,0.129366634018936
"Van Buren County, IA",05000US19177,0.145185591014929
"Wapello County, IA",05000US19179,0.175362613725547
"Warren County, IA",05000US19181,0.073444010276117
"Washington County, IA",05000US19183,0.08995148995149
"Wayne County, IA",05000US19185,0.146713242299143
"Webster County, IA",05000US19187,0.156714891129622
"Winnebago County, IA",05000US19189,0.102484472049689
"Winneshiek County, IA",05000US19191,0.079921815615159
"Woodbury County, IA",05000US19193,0.141633145615447
"Worth County, IA",05000US19195,0.104701432045393
"Wright County, IA",05000US19197,0.12846865364851
"Allen County, KS",05000US20001,0.154143201930813
"Anderson County, KS",05000US20003,0.151077280350923
"Atchison County, KS",05000US20005,0.1922599202458
"Barber County, KS",05000US20007,0.141864870553568
"Barton County, KS",05000US20009,0.154816256268243
"Bourbon County, KS",05000US20011,0.173946467258369
"Brown County, KS",05000US20013,0.145094806265458
"Butler County, KS",05000US20015,0.096967316153363
"Chase County, KS",05000US20017,0.125048243921266
"Chautauqua County, KS",05000US20019,0.148366205475419
"Cherokee County, KS",05000US20021,0.162181996086106
"Cheyenne County, KS",05000US20023,0.088602801968951
"Clark County, KS",05000US20025,0.135814403093282
"Clay County, KS",05000US20027,0.09725442342892
"Cloud County, KS",05000US20029,0.129314208874944
"Coffey County, KS",05000US20031,0.107431049018427
"Comanche County, KS",05000US20033,0.085667215815486
"Cowley County, KS",05000US20035,0.164097405095127
"Crawford County, KS",05000US20037,0.218498623693845
"Decatur County, KS",05000US20039,0.133261879242587
"Dickinson County, KS",05000US20041,0.112441958632334
"Doniphan County, KS",05000US20043,0.121893325886624
"Douglas County, KS",05000US20045,0.192221126839158
"Edwards County, KS",05000US20047,0.110956036287509
"Elk County, KS",05000US20049,0.173627223511214
"Ellis County, KS",05000US20051,0.14398103243884
"Ellsworth County, KS",05000US20053,0.084823898211322
"Finney County, KS",05000US20055,0.159131510237735
"Ford County, KS",05000US20057,0.174032903512672
"Franklin County, KS",05000US20059,0.134640837444351
"Geary County, KS",05000US20061,0.12445505789576
"Gove County, KS",05000US20063,0.091879527258864
"Graham County, KS",05000US20065,0.103312302839117
"Grant County, KS",05000US20067,0.113488129402557
"Gray County, KS",05000US20069,0.083193277310924
"Greeley County, KS",05000US20071,0.070539419087137
"Greenwood County, KS",05000US20073,0.144012944983819
"Hamilton County, KS",05000US20075,0.109855862874951
"Harper County, KS",05000US20077,0.136556854410202
"Harvey County, KS",05000US20079,0.125044872561924
"Haskell County, KS",05000US20081,0.129024269440317
"Hodgeman County, KS",05000US20083,0.057355284121083
"Jackson County, KS",05000US20085,0.081960963708448
"Jefferson County, KS",05000US20087,0.091336540020537
"Jewell County, KS",05000US20089,0.152605042016807
"Johnson County, KS",05000US20091,0.06036555866701
"Kearny County, KS",05000US20093,0.125814014066163
"Kingman County, KS",05000US20095,0.087705352411235
"Kiowa County, KS",05000US20097,0.108732876712329
"Labette County, KS",05000US20099,0.18179584213889
"Lane County, KS",05000US20101,0.088516746411483
"Leavenworth County, KS",05000US20103,0.099142536229899
"Lincoln County, KS",05000US20105,0.108009305417082
"Linn County, KS",05000US20107,0.14952380952381
"Logan County, KS",05000US20109,0.095686843059079
"Lyon County, KS",05000US20111,0.208873442294445
"McPherson County, KS",05000US20113,0.065923395072829
"Marion County, KS",05000US20115,0.108834602924437
"Marshall County, KS",05000US20117,0.094559983608237
"Meade County, KS",05000US20119,0.141252390057361
"Miami County, KS",05000US20121,0.095826460427624
"Mitchell County, KS",05000US20123,0.11558872305141
"Montgomery County, KS",05000US20125,0.189844464775846
"Morris County, KS",05000US20127,0.088045812455261
"Morton County, KS",05000US20129,0.100917431192661
"Nemaha County, KS",05000US20131,0.109264139468883
"Neosho County, KS",05000US20133,0.196776232616941
"Ness County, KS",05000US20135,0.11300568371782
"Norton County, KS",05000US20137,0.088921901528014
"Osage County, KS",05000US20139,0.115840893230984
"Osborne County, KS",05000US20141,0.174165056582942
"Ottawa County, KS",05000US20143,0.085233072473631
"Pawnee County, KS",05000US20145,0.073044379209118
"Phillips County, KS",05000US20147,0.094300712410949
"Pottawatomie County, KS",05000US20149,0.090306911017885
"Pratt County, KS",05000US20151,0.131361834351227
"Rawlins County, KS",05000US20153,0.081016679904686
"Reno County, KS",05000US20155,0.143314612277072
"Republic County, KS",05000US20157,0.113685113685114
"Rice County, KS",05000US20159,0.151898734177215
"Riley County, KS",05000US20161,0.216823588085055
"Rooks County, KS",05000US20163,0.135358004827031
"Rush County, KS",05000US20165,0.074723846653671
"Russell County, KS",05000US20167,0.130023296447292
"Saline County, KS",05000US20169,0.147820453493753
"Scott County, KS",05000US20171,0.051282051282051
"Sedgwick County, KS",05000US20173,0.150497497557377
"Seward County, KS",05000US20175,0.189032998058938
"Shawnee County, KS",05000US20177,0.144706078344641
"Sheridan County, KS",05000US20179,0.060970718010429
"Sherman County, KS",05000US20181,0.170291687742371
"Smith County, KS",05000US20183,0.138736263736264
"Stafford County, KS",05000US20185,0.158009180961585
"Stanton County, KS",05000US20187,0.073381294964029
"Stevens County, KS",05000US20189,0.179564370462192
"Sumner County, KS",05000US20191,0.125054428285291
"Thomas County, KS",05000US20193,0.100052938062467
"Trego County, KS",05000US20195,0.04323374340949
"Wabaunsee County, KS",05000US20197,0.067164179104478
"Wallace County, KS",05000US20199,0.101607717041801
"Washington County, KS",05000US20201,0.10501280643981
"Wichita County, KS",05000US20203,0.059905660377359
"Wilson County, KS",05000US20205,0.16704910509408
"Woodson County, KS",05000US20207,0.232245681381958
"Wyandotte County, KS",05000US20209,0.227408434517564
"Adair County, KY",05000US21001,0.232686047816814
"Allen County, KY",05000US21003,0.169769173492182
"Anderson County, KY",05000US21005,0.113292074635138
"Ballard County, KY",05000US21007,0.163909584543503
"Barren County, KY",05000US21009,0.213936805342521
"Bath County, KY",05000US21011,0.244944008022731
"Bell County, KY",05000US21013,0.365539934190847
"Boone County, KY",05000US21015,0.079200282858153
"Bourbon County, KY",05000US21017,0.170348127035831
"Boyd County, KY",05000US21019,0.189788739992663
"Boyle County, KY",05000US21021,0.163677800194276
"Bracken County, KY",05000US21023,0.206540033661938
"Breathitt County, KY",05000US21025,0.334673748103187
"Breckinridge County, KY",05000US21027,0.171092951991828
"Bullitt County, KY",05000US21029,0.102529510961214
"Butler County, KY",05000US21031,0.246006389776358
"Caldwell County, KY",05000US21033,0.211387957195336
"Calloway County, KY",05000US21035,0.248629148629149
"Campbell County, KY",05000US21037,0.148714117540523
"Carlisle County, KY",05000US21039,0.163759491073261
"Carroll County, KY",05000US21041,0.260248866595929
"Carter County, KY",05000US21043,0.186467586467586
"Casey County, KY",05000US21045,0.263887107119949
"Christian County, KY",05000US21047,0.202952793763037
"Clark County, KY",05000US21049,0.151061707282314
"Clay County, KY",05000US21051,0.40951646090535
"Clinton County, KY",05000US21053,0.224051896207585
"Crittenden County, KY",05000US21055,0.212441575784554
"Cumberland County, KY",05000US21057,0.222522117258959
"Daviess County, KY",05000US21059,0.162643756060432
"Edmonson County, KY",05000US21061,0.218550821871855
"Elliott County, KY",05000US21063,0.339425587467363
"Estill County, KY",05000US21065,0.303110986547085
"Fayette County, KY",05000US21067,0.18931600854612
"Fleming County, KY",05000US21069,0.223129063494259
"Floyd County, KY",05000US21071,0.307036928565723
"Franklin County, KY",05000US21073,0.147062502606013
"Fulton County, KY",05000US21075,0.267189899334585
"Gallatin County, KY",05000US21077,0.135595252367822
"Garrard County, KY",05000US21079,0.19277179699515
"Grant County, KY",05000US21081,0.201702657807309
"Graves County, KY",05000US21083,0.183941208492107
"Grayson County, KY",05000US21085,0.241985119395427
"Green County, KY",05000US21087,0.195990888382688
"Greenup County, KY",05000US21089,0.175638187575308
"Hancock County, KY",05000US21091,0.17133271633503
"Hardin County, KY",05000US21093,0.14254442812293
"Harlan County, KY",05000US21095,0.323910181392627
"Harrison County, KY",05000US21097,0.189675870348139
"Hart County, KY",05000US21099,0.241728042211718
"Henderson County, KY",05000US21101,0.191520757625812
"Henry County, KY",05000US21103,0.172556902924583
"Hickman County, KY",05000US21105,0.167743372688795
"Hopkins County, KY",05000US21107,0.161354669976506
"Jackson County, KY",05000US21109,0.330966231019113
"Jefferson County, KY",05000US21111,0.160118787667045
"Jessamine County, KY",05000US21113,0.187201704254491
"Johnson County, KY",05000US21115,0.261705208653298
"Kenton County, KY",05000US21117,0.135669887569142
"Knott County, KY",05000US21119,0.315713060120108
"Knox County, KY",05000US21121,0.344119840472099
"Larue County, KY",05000US21123,0.164053426248548
"Laurel County, KY",05000US21125,0.228447910485717
"Lawrence County, KY",05000US21127,0.224111578142912
"Lee County, KY",05000US21129,0.384364820846906
"Leslie County, KY",05000US21131,0.324546485260771
"Letcher County, KY",05000US21133,0.298354265915981
"Lewis County, KY",05000US21135,0.282389042736322
"Lincoln County, KY",05000US21137,0.251915708812261
"Livingston County, KY",05000US21139,0.138834741173923
"Logan County, KY",05000US21141,0.181135794980666
"Lyon County, KY",05000US21143,0.14899464776508
"McCracken County, KY",05000US21145,0.177565557729941
"McCreary County, KY",05000US21147,0.425010769893532
"McLean County, KY",05000US21149,0.183253333333333
"Madison County, KY",05000US21151,0.212901152153489
"Magoffin County, KY",05000US21153,0.295191626662469
"Marion County, KY",05000US21155,0.190694167698853
"Marshall County, KY",05000US21157,0.104999015941744
"Martin County, KY",05000US21159,0.324141090242785
"Mason County, KY",05000US21161,0.203893260753802
"Meade County, KY",05000US21163,0.15555477454047
"Menifee County, KY",05000US21165,0.241129032258064
"Mercer County, KY",05000US21167,0.181338111179216
"Metcalfe County, KY",05000US21169,0.228055949726333
"Monroe County, KY",05000US21171,0.260568720379147
"Montgomery County, KY",05000US21173,0.251111605157848
"Morgan County, KY",05000US21175,0.249395718232044
"Muhlenberg County, KY",05000US21177,0.196511048346902
"Nelson County, KY",05000US21179,0.139104423903021
"Nicholas County, KY",05000US21181,0.260242354298904
"Ohio County, KY",05000US21183,0.211713427277728
"Oldham County, KY",05000US21185,0.059810137197679
"Owen County, KY",05000US21187,0.176532066508314
"Owsley County, KY",05000US21189,0.37148639532269
"Pendleton County, KY",05000US21191,0.148204949459742
"Perry County, KY",05000US21193,0.274176802135865
"Pike County, KY",05000US21195,0.251934777318082
"Powell County, KY",05000US21197,0.25973484532644
"Pulaski County, KY",05000US21199,0.249772469622699
"Robertson County, KY",05000US21201,0.244016893477241
"Rockcastle County, KY",05000US21203,0.233997584541063
"Rowan County, KY",05000US21205,0.258989424206816
"Russell County, KY",05000US21207,0.264590992647059
"Scott County, KY",05000US21209,0.107172416577508
"Shelby County, KY",05000US21211,0.128508157973243
"Simpson County, KY",05000US21213,0.190972422131383
"Spencer County, KY",05000US21215,0.101089176310415
"Taylor County, KY",05000US21217,0.252477094647817
"Todd County, KY",05000US21219,0.171929824561404
"Trigg County, KY",05000US21221,0.162011173184358
"Trimble County, KY",05000US21223,0.179873772791024
"Union County, KY",05000US21225,0.240212432763669
"Warren County, KY",05000US21227,0.192068531825258
"Washington County, KY",05000US21229,0.17644539614561
"Wayne County, KY",05000US21231,0.253715865883166
"Webster County, KY",05000US21233,0.201448270549264
"Whitley County, KY",05000US21235,0.270299679440049
"Wolfe County, KY",05000US21237,0.408174770965469
"Woodford County, KY",05000US21239,0.144302893201572
"Acadia Parish, LA",05000US22001,0.206175935487043
"Allen Parish, LA",05000US22003,0.159060846560847
"Ascension Parish, LA",05000US22005,0.114778112882378
"Assumption Parish, LA",05000US22007,0.18409710616589
"Avoyelles Parish, LA",05000US22009,0.231023366104495
"Beauregard Parish, LA",05000US22011,0.190299341003016
"Bienville Parish, LA",05000US22013,0.250496433036699
"Bossier Parish, LA",05000US22015,0.155107778819119
"Caddo Parish, LA",05000US22017,0.224284344610327
"Calcasieu Parish, LA",05000US22019,0.171882669642811
"Caldwell Parish, LA",05000US22021,0.251393123751446
"Cameron Parish, LA",05000US22023,0.089248589248589
"Catahoula Parish, LA",05000US22025,0.204538016799389
"Claiborne Parish, LA",05000US22027,0.303242830359003
"Concordia Parish, LA",05000US22029,0.318859721534313
"De Soto Parish, LA",05000US22031,0.264359681144304
"East Baton Rouge Parish, LA",05000US22033,0.195494744863646
"East Carroll Parish, LA",05000US22035,0.486698250728863
"East Feliciana Parish, LA",05000US22037,0.171797772881558
"Evangeline Parish, LA",05000US22039,0.279587301587302
"Franklin Parish, LA",05000US22041,0.315290295535527
"Grant Parish, LA",05000US22043,0.190097961344983
"Iberia Parish, LA",05000US22045,0.198812933788697
"Iberville Parish, LA",05000US22047,0.184959555961688
"Jackson Parish, LA",05000US22049,0.272230468222912
"Jefferson Parish, LA",05000US22051,0.160856454816631
"Jefferson Davis Parish, LA",05000US22053,0.196199850079849
"Lafayette Parish, LA",05000US22055,0.165248834912167
"Lafourche Parish, LA",05000US22057,0.153956123661057
"LaSalle Parish, LA",05000US22059,0.230627713591876
"Lincoln Parish, LA",05000US22061,0.315026938923349
"Livingston Parish, LA",05000US22063,0.144816302246021
"Madison Parish, LA",05000US22065,0.395520159283225
"Morehouse Parish, LA",05000US22067,0.2877639415268
"Natchitoches Parish, LA",05000US22069,0.297629614159662
"Orleans Parish, LA",05000US22071,0.262077551801359
"Ouachita Parish, LA",05000US22073,0.240566801619433
