geo_name,geo_id,pop,adult_obesity,income_below_poverty,high_school_graduation,unemployment,violent_crime,age,median_property_value,owner_occupied_housing_units,population_living_in_a_rural_area,grads_total
Wagoner County,05000US40145,76190,0.335,8206,0.839,0.04,238.06,38.5,144900,0.792795,0.375,None
Valencia County,05000US35061,75993,0.266,17177,0.746,0.075,758.62,38.9,133100,0.79088,0.167,284
Sullivan County,05000US36105,75818,0.293,12479,0.775,0.055,237.66,42.5,165900,0.669904,0.742,292
Erie County,05000US39043,75808,0.354,9584,0.792,0.056,157.46,44.5,130900,0.69254,0.265,669
Lewis County,05000US53041,75724,0.328,12131,0.804,0.083,197.87,43.1,174800,0.681642,0.607,956
Coryell County,05000US48099,75710,0.303,8697,0.933,0.048,171.07,31,103400,0.565135,0.194,None
Hancock County,05000US39063,75672,0.314,9877,0.915,0.037,119.18,38.9,130700,0.693683,0.311,1199
Anderson County,05000US47001,75545,0.317,12747,0.943,0.06,317.73,43.3,132300,0.670385,0.347,None
Oconee County,05000US45073,75375,0.28,13806,0.82,0.058,505.49,44.9,151100,0.729485,0.649,None
Van Buren County,05000US26159,75216,0.335,12998,0.796,0.06,300.68,41.4,121400,0.775321,0.709,None
Riley County,05000US20161,75026,0.238,14347,0.837,0.033,230.31,24.9,184500,0.418136,0.138,6291
Chelan County,05000US53007,74761,0.267,9318,0.781,0.055,149.29,39.8,246100,0.657279,0.272,1379
Putnam County,05000US47141,74652,0.326,17180,0.93,0.06,396.74,36.1,150100,0.617708,0.35,2629
McKinley County,05000US35031,74346,0.351,28089,0.67,0.097,730.2,30.8,68000,0.71705,0.574,450
Augusta County,05000US51015,74330,0.34,6550,0.88,0.041,132.25,44.5,199700,0.79511,0.664,1126
Christian County,05000US21047,73936,0.365,13719,0.88,0.064,237.7,28.3,109200,0.4725,0.286,1480
Yuba County,05000US06115,73897,0.248,15080,0.774,0.092,386.93,32.2,190700,0.583278,0.262,877
Iberia Parish,05000US22045,73799,0.361,14437,0.76,0.079,198.91,35.9,100300,0.69769,0.281,None
Wood County,05000US55141,73621,0.323,7715,0.933,0.055,37.2,43.7,124000,0.735667,0.367,1020
Barrow County,05000US13013,73340,0.346,10548,0.74,0.052,480.48,35,123200,0.727542,0.301,193
Bulloch County,05000US13031,73141,0.335,20922,0.842,0.06,171.05,27.4,131600,0.503777,0.483,5898
Allegany County,05000US24001,73060,0.323,11430,0.92,0.071,322.63,41.6,118800,0.684063,0.273,2044
Clallam County,05000US53009,72969,0.263,11273,0.802,0.08,261.98,50.3,220200,0.698136,0.355,1195
Surry County,05000US37171,72767,0.309,12801,0.907,0.055,224.21,43,119300,0.723411,0.688,789
Jefferson County,05000US05069,72385,0.407,16959,0.827,0.072,883.4,38.7,81900,0.624765,0.309,823
Apache County,05000US04001,72346,0.352,25658,0.746,0.134,116.14,33.5,77900,0.769056,0.741,166
Putnam County,05000US12107,72304,0.361,19120,0.55,0.072,620.03,44.5,84100,0.728961,0.562,1419
Madison County,05000US36053,72089,0.261,7932,0.832,0.057,95.81,41.1,128000,0.754297,0.589,1757
Hancock County,05000US18059,71955,0.348,5274,0.922,0.042,66.32,39.8,160900,0.771177,0.304,None
James City County,05000US51095,71900,0.252,5595,None,0.043,103.32,45.9,318700,0.751552,0.159,None
Pottawatomie County,05000US40125,71551,0.342,12334,0.776,0.043,428.02,37.5,105800,0.68444,0.507,1129
Lonoke County,05000US05085,71279,0.358,8535,0.828,0.043,309.84,35.8,131700,0.694687,0.448,None
Grays Harbor County,05000US53027,71233,0.369,11269,0.809,0.089,211.08,43,159400,0.670865,0.401,907
DeKalb County,05000US01049,70937,0.304,13872,0.918,0.06,331.15,39.3,99600,0.722986,0.901,None
Creek County,05000US40037,70931,0.368,10491,0.874,0.048,209.73,40.6,106600,0.748439,0.539,316
Franklin County,05000US25011,70916,0.21,7881,0.845,0.045,371.64,45.4,224200,0.686433,0.544,532
None,None,70737,None,21023,None,None,None,38.6,155700,0.673277,None,19
Isabella County,05000US26073,70574,0.309,18428,0.794,0.045,198.12,27,127100,0.609461,0.466,6716
Portage County,05000US55097,70551,0.334,9454,0.927,0.046,105.49,36.3,155900,0.689377,0.36,2335
Kauai County,05000US15007,70447,0.206,6703,0.859,0.041,306.29,42,493800,0.633259,0.129,264
Muskogee County,05000US40101,69939,0.374,14085,0.793,0.05,752.98,37.8,94800,0.667991,0.411,1089
Walker County,05000US48471,69926,0.297,12072,0.793,0.051,383.41,35.1,123600,0.538004,0.456,4565
Greenwood County,05000US45047,69881,0.335,16282,0.819,0.063,818.54,39.1,109700,0.629896,0.398,1538
Grand Forks County,05000US38035,69793,0.301,11507,0.851,0.024,234.1,29.5,168900,0.501776,0.168,3249
Morgan County,05000US18109,69504,0.332,8547,0.91,0.046,None,41.2,144400,0.760787,0.491,None
Aroostook County,05000US23003,69405,0.341,11929,0.893,0.06,85.47,46.9,95800,0.720957,0.803,587
Troup County,05000US13285,69314,0.3,14388,0.71,0.06,275.64,36.2,120300,0.576953,0.443,589
Belmont County,05000US39013,69228,0.335,9839,0.894,0.063,87.2,44.1,94300,0.739939,0.547,294
Ward County,05000US38101,68954,0.308,4889,0.855,0.031,226.71,31.1,207600,0.605297,0.219,802
Lea County,05000US35025,68930,0.338,10549,0.817,0.062,537.35,31.8,111400,0.687541,0.21,631
Wilkes County,05000US37193,68888,0.267,14278,0.88,0.057,217.45,44.1,119100,0.747743,0.728,845
Chatham County,05000US37037,68778,0.271,9185,0.876,0.048,174.42,46.9,243900,0.772603,0.659,50
Harrison County,05000US54033,68775,0.337,10743,0.86,0.064,254.51,41.8,102900,0.730652,0.37,471
Carteret County,05000US37031,68537,0.258,8869,0.86,0.059,288.58,46.9,197600,0.724825,0.326,433
Greene County,05000US47059,68502,0.298,12373,0.934,0.066,337.99,44,113700,0.717782,0.652,502
Jones County,05000US28067,68313,0.384,15859,0.77,0.061,245.89,36.8,85400,0.729353,0.614,1092
Grant County,05000US18053,68269,0.373,12183,0.958,0.055,181.01,39.8,84600,0.688108,0.289,5954
Columbia County,05000US12023,68198,0.363,12229,0.71,0.054,643.05,40.7,105100,0.722094,0.621,790
Walker County,05000US13295,68143,0.321,12273,0.844,0.058,509.09,40.7,107500,0.714515,0.439,None
Fauquier County,05000US51061,68025,0.255,4042,0.89,0.039,78.62,41.6,363800,0.78108,0.575,None
Robertson County,05000US47147,67905,0.356,7067,0.95,0.049,428.38,38.5,158800,0.751557,0.532,None
Darlington County,05000US45031,67689,0.377,15241,0.928,0.074,660.23,41.2,84700,0.682887,0.578,290
Jefferson County,05000US39081,67607,0.366,11208,0.906,0.074,67.3,44.5,87100,0.696249,0.39,1330
Armstrong County,05000US42005,67512,0.359,8786,0.892,0.064,98.63,46,95700,0.756566,0.675,105
Wayne County,05000US18177,67423,0.296,12903,0.836,0.053,None,40.9,94300,0.676343,0.33,1012
Marquette County,05000US26103,67418,0.292,10403,0.857,0.057,141.74,38.9,137700,0.700909,0.415,1853
Williamson County,05000US17199,67336,0.316,9724,0.813,0.062,166.07,40.9,101700,0.717906,0.348,922
Adams County,05000US17001,66949,0.37,8457,0.875,0.05,322.13,41.1,116400,0.700294,0.326,1114
York County,05000US51199,66919,0.261,4052,0.93,0.043,129.95,39.5,314400,0.720803,0.061,None
Columbia County,05000US42037,66772,0.379,9498,0.875,0.055,159.74,40.1,140100,0.695971,0.409,2348
San Patricio County,05000US48409,66706,0.33,9397,0.914,0.065,331.76,35.3,97800,0.683178,0.197,None
Rutherford County,05000US37161,66701,0.287,12668,0.838,0.078,158.27,44.1,107600,0.722612,0.61,537
Laurens County,05000US45059,66442,0.408,13028,0.8,0.065,639.38,40.8,86500,0.700648,0.642,346
Harrison County,05000US48203,66431,0.333,11499,0.929,0.053,343.88,37.7,110100,0.731053,0.561,409
Butler County,05000US20015,66264,0.319,6171,0.882,0.043,215.21,38,137800,0.727449,0.405,1278
St. Francois County,05000US29187,66230,0.328,9955,0.91,0.061,258.63,38.8,106100,0.678945,0.398,781
Lewis and Clark County,05000US30049,65989,0.243,7786,0.85,0.033,320.92,41.2,212600,0.691239,0.289,555
Klamath County,05000US41035,65946,0.299,12117,0.719,0.08,219.58,42.6,148100,0.641043,0.376,1052
Catoosa County,05000US13047,65645,0.278,7700,0.85,0.051,221.92,39.3,135300,0.738869,0.281,None
Marion County,05000US39101,65620,0.358,10299,0.529,0.051,226.34,40.5,93400,0.683676,0.303,636
Chaves County,05000US35005,65610,0.292,14196,0.683,0.064,580.03,35.1,102400,0.664665,0.242,844
Walker County,05000US01127,65593,0.332,14174,0.906,0.072,414.9,42.3,84800,0.745098,0.741,621
Nacogdoches County,05000US48347,65556,0.322,14631,0.892,0.047,286.13,30.4,114300,0.565366,0.465,2769
Blue Earth County,05000US27013,65524,0.337,11323,0.831,0.03,212.26,30.5,166200,0.6296,0.269,3616
Otero County,05000US35035,65333,0.251,15439,0.72,0.062,268.52,35.7,105000,0.642191,0.296,608
McCracken County,05000US21145,65292,0.337,11342,0.907,0.059,201.98,42.4,127600,0.665617,0.278,2489
Rice County,05000US27131,65116,0.315,6678,0.826,0.036,156.05,36.5,184400,0.74137,0.259,1433
Athens County,05000US39009,65103,0.283,17301,0.917,0.062,94.16,28.2,113900,0.560552,0.432,10083
Warren County,05000US36113,64911,0.274,7079,0.83,0.056,123.79,45.6,191500,0.70654,0.339,1115
Livingston County,05000US36051,64622,0.312,8720,0.886,0.054,90.87,40.4,123000,0.73275,0.547,1202
Salem County,05000US34033,64504,0.339,8692,0.881,0.071,257.24,41.8,186200,0.711565,0.453,242
Carbon County,05000US42025,64330,0.35,7621,0.81,0.058,237.12,45.5,141300,0.78015,0.472,None
Ionia County,05000US26067,64126,0.38,8597,0.806,0.044,187.23,38.2,113100,0.773516,0.605,36
Lake County,05000US06033,64076,0.262,15561,0.858,0.077,539.11,45.8,167300,0.631748,0.331,None
Spalding County,05000US13255,64006,0.324,14798,0.69,0.078,531.48,38.5,110300,0.610369,0.416,2286
Liberty County,05000US13179,63949,0.349,10443,0.85,0.063,366.46,27.4,122500,0.455136,0.232,None
Oldham County,05000US21185,63876,0.28,3566,0.96,0.04,64.68,39.1,250500,0.847479,0.203,None
Reno County,05000US20155,63803,0.357,8727,0.866,0.043,438.43,40.1,96100,0.666454,0.313,965
Pulaski County,05000US21199,63772,0.336,15643,0.938,0.06,124.14,41.8,109100,0.695936,0.539,2767
Sampson County,05000US37163,63713,0.367,15207,0.837,0.06,210.48,39.5,87900,0.693616,0.85,372
Herkimer County,05000US36043,63558,0.296,8738,0.809,0.063,213.12,43.3,97300,0.703779,0.518,623
Chippewa County,05000US55017,63355,0.302,6753,0.916,0.048,120.95,41,152400,0.724783,0.461,None
Crow Wing County,05000US27035,63321,0.29,6531,0.853,0.052,165.96,43.8,181800,0.75161,0.627,960
Sauk County,05000US55111,63317,0.325,6933,0.929,0.042,120.78,41.4,169500,0.684814,0.461,30
Hamblen County,05000US47063,63203,0.308,13112,0.93,0.063,427.32,40.5,126200,0.662466,0.219,2039
Pope County,05000US05115,63107,0.321,11620,0.845,0.055,268.36,34.9,120900,0.671146,0.545,2712
Kershaw County,05000US45055,63090,0.317,9963,0.84,0.06,442.32,41.8,120600,0.806936,0.577,19
Tehama County,05000US06103,63015,0.272,13363,0.89,0.08,537.58,40.6,178600,0.663641,0.515,None
Starr County,05000US48427,63008,0.296,23445,0.917,0.136,281.39,28.7,66600,0.737838,0.237,None
Franklin County,05000US37069,62989,0.312,9967,0.83,0.059,182.26,40.4,134500,0.728867,0.853,120
Coos County,05000US41011,62944,0.304,11213,0.576,0.076,165.19,48.2,169900,0.648418,0.384,788
Montcalm County,05000US26117,62922,0.34,10448,0.922,0.054,272.51,40.4,96500,0.783146,0.846,409
Pike County,05000US21195,62791,0.389,15528,0.917,0.095,37.34,41.5,73100,0.727543,0.878,361
Garfield County,05000US40047,62481,0.367,7980,0.882,0.039,330.16,36,100800,0.651849,0.214,269
Washington County,05000US36115,62465,0.319,7627,0.82,0.051,121.35,43.2,143900,0.722853,0.679,None
Broomfield County,05000US08014,62449,0.176,3667,None,0.033,52.73,37.6,328200,0.67719,0.006,313
Pittsylvania County,05000US51143,62392,0.32,9254,0.88,0.053,72.2,46,114400,0.763247,0.856,None
Acadia Parish,05000US22001,62372,0.331,12579,0.85,0.067,406.2,35.8,91600,0.711013,0.517,322
Jackson County,05000US13157,62131,0.274,8330,0.917,0.048,149.79,38.5,155900,0.758229,0.6,None
Wise County,05000US48497,62089,0.309,7599,0.97,0.046,152.41,38.8,132700,0.765949,0.721,None
Tooele County,05000US49045,61986,0.317,4429,0.92,0.041,218.78,30.9,182300,0.774363,0.177,206
Crawford County,05000US05033,61927,0.351,11491,0.865,0.054,324.32,38.8,109500,0.764014,0.52,None
Boone County,05000US18011,61884,0.278,3719,0.968,0.037,52.06,38.9,195900,0.760149,0.344,None
Columbia County,05000US36021,61860,0.25,7605,0.828,0.041,142.33,47,222300,0.724689,0.733,359
Bradford County,05000US42015,61808,0.325,7562,0.891,0.057,168.55,44.3,139200,0.747866,0.722,32
Tipton County,05000US47167,61558,0.354,8378,0.98,0.073,552.24,37.3,140400,0.704144,0.551,220
Walton County,05000US12131,61528,0.275,10357,0.74,0.046,373.66,43.4,183400,0.712524,0.631,93
Lawrence County,05000US39087,61503,0.388,11183,0.954,0.058,155.41,41.4,101600,0.736093,0.459,408
Mercer County,05000US54055,61476,0.374,12712,0.83,0.073,371.81,42.4,87400,0.726,0.407,1055
Warrick County,05000US18173,61427,0.294,5757,0.9,0.041,205.27,40.6,153000,0.804465,0.293,92
Clay County,05000US27027,61402,0.284,6827,0.82,0.031,119.76,32.6,166600,0.698012,0.279,2316
Washington County,05000US39167,61154,0.348,9275,0.923,0.06,78.17,43.6,114000,0.745871,0.566,1030
Hall County,05000US31079,61105,0.339,8894,0.892,0.039,254.09,35.7,128200,0.613769,0.146,2375
Mason County,05000US53045,61060,0.305,10136,0.739,0.077,230.7,45.9,201800,0.770642,0.637,None
Otsego County,05000US36077,60979,0.26,9106,0.846,0.053,127.22,41.6,140600,0.737075,0.706,1991
St. Joseph County,05000US26149,60923,0.347,9697,0.813,0.043,307.07,39.3,109700,0.733986,0.544,226
Knox County,05000US39083,60878,0.276,8958,0.894,0.047,86.42,39,135600,0.706761,0.557,1463
Georgetown County,05000US45043,60804,0.308,11514,0.89,0.084,461.7,47.9,165400,0.762583,0.415,None
Stanly County,05000US37167,60610,0.3,10047,0.889,0.053,221.21,42.1,129300,0.717865,0.677,1251
Belknap County,05000US33001,60392,0.313,6124,0.85,0.033,220.35,46.5,219200,0.756254,0.663,226
Rutland County,05000US50021,60133,0.295,7122,0.882,0.044,175.72,45.9,179200,0.701742,0.61,732
Laurel County,05000US21125,59950,0.378,13475,0.85,0.063,89.97,39.1,99900,0.691737,0.568,14
Sandusky County,05000US39143,59870,0.335,7757,0.95,0.048,235.69,41.5,111300,0.736077,0.441,495
Walla Walla County,05000US53071,59809,0.28,8971,0.801,0.058,214.59,37.3,191700,0.648071,0.171,2922
Lowndes County,05000US28087,59785,0.343,12783,0.775,0.071,254.18,36.9,118800,0.612112,0.426,861
Lamar County,05000US28073,59623,0.328,9535,0.853,0.049,59.13,34.3,169500,0.667615,0.504,111
Haywood County,05000US37087,59577,0.3,9851,0.83,0.052,278.44,47.2,165800,0.717638,0.554,581
Lee County,05000US37105,59540,0.299,10673,0.89,0.073,165.44,37.6,134800,0.668462,0.428,1351
Vermilion Parish,05000US22113,59524,0.312,10150,0.94,0.068,416.48,36.9,103800,0.752978,0.546,None
Barry County,05000US26015,59316,0.312,5461,0.87,0.041,152.19,42.6,139300,0.811838,0.771,420
Jackson County,05000US17077,59188,0.315,15533,0.85,0.056,523.66,30.8,109000,0.519165,0.372,4938
Duplin County,05000US37061,59121,0.32,16106,0.83,0.058,288.16,39.2,88200,0.704823,0.865,289
Genesee County,05000US36037,59053,0.268,7245,0.889,0.05,182.49,43.2,108700,0.732676,0.599,975
Washington County,05000US50023,58963,0.23,6487,0.89,0.036,94.79,43.3,213200,0.729425,0.528,1720
Newton County,05000US29145,58741,0.32,8294,0.917,0.045,206.05,39.6,112500,0.707215,0.644,886
Huron County,05000US39077,58704,0.333,7467,0.951,0.066,None,39.4,117000,0.706629,0.503,23
Russell County,05000US01113,58636,0.364,12423,0.838,0.06,441.39,34.8,114000,0.58671,0.354,226
Lenoir County,05000US37107,58343,0.372,12614,0.8,0.064,706.93,42.1,93400,0.617597,0.45,570
Granville County,05000US37077,58341,0.358,9109,0.84,0.05,311.87,41.9,141200,0.721684,0.547,None
San Benito County,05000US06069,58051,0.233,6224,0.887,0.076,381.57,35.1,423100,0.622427,0.24,None
Cumberland County,05000US47035,57895,0.292,9075,0.92,0.072,375.31,50.1,136800,0.782857,0.609,264
Anderson County,05000US48001,57772,0.316,7561,0.911,0.04,319.76,38.9,85800,0.717837,0.671,None
Blount County,05000US01009,57704,0.346,9441,0.912,0.054,211.6,40.8,124200,0.788302,0.9,None
Otter Tail County,05000US27111,57694,0.294,5497,0.791,0.042,113.39,46.8,168900,0.786537,0.736,1419
Kenai Peninsula Borough,05000US02122,57637,0.284,6175,0.82,0.078,None,40.5,229200,0.716075,0.793,363
Garfield County,05000US08045,57495,0.2,6274,0.815,0.041,179.44,36.1,299700,0.659333,0.241,1385
Oxford County,05000US23017,57299,0.314,9447,0.84,0.055,112.6,46,132900,0.800946,0.831,None
Whiteside County,05000US17195,57155,0.287,6388,0.889,0.063,163.5,42.8,99500,0.753264,0.373,62
Columbus County,05000US37047,57015,0.312,12443,0.848,0.076,443.48,41.6,84800,0.6945,0.806,266
None,None,56893,None,27469,None,None,None,40.2,124100,0.617696,None,1839
Maverick County,05000US48323,56830,0.294,13879,0.861,0.107,216.77,29.7,93100,0.687072,0.093,42
Pickaway County,05000US39129,56804,0.34,6324,0.915,0.047,106.96,39.3,150100,0.742711,0.499,660
Putnam County,05000US54079,56743,0.346,5546,0.91,0.055,339.41,41.4,151800,0.819605,0.358,87
Marion County,05000US54049,56716,0.326,9222,0.91,0.069,249.98,41.3,107100,0.764614,0.415,1234
Carter County,05000US47019,56707,0.318,13110,0.87,0.066,209.22,44,111500,0.710542,0.41,770
Columbia County,05000US55021,56650,0.347,4729,0.935,0.044,160.45,42.2,177200,0.746297,0.607,None
Hawkins County,05000US47073,56567,0.329,10706,0.9,0.065,250.26,43.8,111000,0.744968,0.579,None
Eddy County,05000US35015,56369,0.312,7638,0.659,0.049,610.79,36.4,134100,0.715391,0.209,136
Pender County,05000US37141,56358,0.311,10304,0.9,0.061,195.79,42.7,160300,0.77642,0.688,None
Cherokee County,05000US45021,56274,0.365,12593,0.8,0.072,337.5,39.1,90400,0.695671,0.61,676
Franklin County,05000US51067,56230,0.284,7950,0.84,0.046,129.38,45.4,167900,0.792523,0.892,249
Pike County,05000US42103,56210,0.291,5672,0.918,0.063,132.88,46.7,180600,0.841874,0.708,None
Gordon County,05000US13129,56079,0.293,11388,0.917,0.057,308.75,37,112300,0.636129,0.516,None
Windsor County,05000US50027,55894,0.24,5456,0.853,0.033,104.89,47.1,215800,0.708154,0.756,318
None,None,55866,None,25518,None,None,None,39.2,112400,0.831586,None,81
Effingham County,05000US13103,55852,0.352,5985,0.87,0.05,88.91,36.1,152300,0.770473,0.671,None
Seneca County,05000US39147,55711,0.351,8209,0.943,0.048,112.33,39.4,97000,0.722142,0.475,1346
Hardin County,05000US48199,55624,0.321,6480,0.948,0.056,154.54,39.1,105100,0.794884,0.515,82
None,None,55621,None,24941,None,None,None,40.4,98300,0.742738,None,1182
Saline County,05000US20169,55547,0.351,7986,0.882,0.038,344.19,37.6,123200,0.666964,0.146,748
Jefferson County,05000US54037,55531,0.332,5884,0.91,0.041,155.02,40.1,215300,0.742658,0.484,12271
Pearl River County,05000US28109,55167,0.337,10886,0.755,0.063,None,40.9,120300,0.768176,0.699,908
Campbell County,05000US51031,55061,0.315,6799,0.85,0.048,144.26,42.8,152600,0.757917,0.611,None
Autauga County,05000US01001,55049,0.341,6697,0.9,0.052,265.7,37.8,141000,0.731635,0.42,None
Edgecombe County,05000US37065,54669,0.408,13750,0.82,0.096,552.03,40.3,82200,0.596076,0.453,599
Washington County,05000US51191,54562,0.3,7569,0.9,0.048,127.42,45.3,136600,0.76306,0.717,940
Hancock County,05000US23009,54483,0.243,6420,0.814,0.057,66.38,47.9,199800,0.739725,0.901,307
Carson City County,05000US32510,54412,0.246,8744,0.653,0.073,256.95,43.1,199500,0.554674,0.048,925
Colbert County,05000US01033,54377,0.375,8910,0.889,0.079,449.59,42.4,102500,0.720923,0.439,617
Fulton County,05000US36035,54297,0.301,8861,0.743,0.066,112.9,43,108300,0.704143,0.504,None
Lincoln County,05000US29113,54286,0.315,7358,0.921,0.052,188.09,36.7,146200,0.764703,0.748,None
Johnson County,05000US29101,54229,0.309,8426,0.928,0.054,145.34,29.8,142800,0.594161,0.504,3544
Hood County,05000US48221,54217,0.265,6439,0.927,0.045,145.03,46.8,162600,0.765494,0.328,None
Chisago County,05000US27025,54041,0.298,3137,0.811,0.042,81.09,40.7,195600,0.850531,0.556,55
Tuscola County,05000US26157,54014,0.326,8330,0.799,0.064,232.2,43.8,95200,0.819936,0.842,None
La Plata County,05000US08067,53994,0.163,5569,0.754,0.035,174.89,39,340500,0.676741,0.599,667
Grady County,05000US40051,53955,0.348,6759,0.849,0.043,298.86,38.4,114900,0.762555,0.639,171
Union County,05000US39159,53955,0.342,3965,0.326,0.038,38.92,38.2,174300,0.77487,0.5,None
Tuolumne County,05000US06109,53864,0.202,7176,0.889,0.071,220.22,48.2,259800,0.678531,0.49,409
Taney County,05000US29213,53853,0.309,9264,0.944,0.08,446.6,41.7,120100,0.581791,0.439,371
Coffee County,05000US47031,53808,0.359,8437,0.857,0.056,423.66,40.1,116500,0.679012,0.473,44
Boone County,05000US17007,53656,0.337,5908,0.836,0.066,133.69,38.3,146600,0.790492,0.194,None
Venango County,05000US42121,53460,0.347,7535,0.904,0.058,112.66,45.8,82700,0.756124,0.548,44
St. Martin Parish,05000US22099,53385,0.342,9103,0.83,0.067,277.4,36.9,108900,0.792973,0.496,None
Ashland County,05000US39005,53343,0.279,7859,0.879,0.051,61.37,40,120700,0.71458,0.619,1341
Pulaski County,05000US29169,53302,0.284,6372,0.917,0.058,320.61,26.9,141900,0.491371,0.44,99
Rusk County,05000US48401,53197,0.308,7945,0.957,0.047,357.68,38.4,107800,0.74032,0.659,None
Gila County,05000US04007,53179,0.275,11097,0.797,0.08,348.7,48.9,139800,0.718563,0.411,None
Van Zandt County,05000US48467,53070,0.302,8244,0.911,0.045,185.79,43.5,105900,0.77895,0.75,None
St. Mary Parish,05000US22101,53053,0.38,11227,0.84,0.075,554.02,38.1,95500,0.649226,0.13,4124
Roane County,05000US47145,52983,0.341,8449,0.92,0.066,296.52,46.3,127900,0.745867,0.51,1155
Eagle County,05000US08037,52894,0.118,4237,0.82,0.031,158.67,35.9,438500,0.681712,0.2,None
Jefferson County,05000US47089,52851,0.342,7724,0.95,0.065,284.05,42.7,130900,0.734507,0.595,490
Halifax County,05000US37083,52849,0.39,13782,0.799,0.089,476.22,42.4,87700,0.633699,0.547,453
Coles County,05000US17029,52802,0.263,10711,0.911,0.062,227.85,33.6,92800,0.61316,0.243,5547
Watauga County,05000US37189,52745,0.264,14797,0.88,0.049,121.03,30.1,230700,0.588337,0.554,4657
St. Charles Parish,05000US22089,52708,0.359,6522,0.89,0.057,430.78,37.4,190200,0.793769,0.115,145
Jackson County,05000US01071,52608,0.32,9780,0.915,0.066,360.99,42.8,103800,0.728353,0.77,714
McMinn County,05000US47107,52606,0.337,10012,0.93,0.065,490.57,42.9,116900,0.730416,0.603,490
None,None,52479,None,19400,None,None,None,39.6,116800,0.772588,None,413
Henry County,05000US51089,52209,0.323,9776,0.84,0.065,308.16,46.2,95500,0.734234,0.607,749
Lafayette County,05000US28071,52193,0.343,11902,0.816,0.055,None,29.2,163500,0.580903,0.456,5151
Darke County,05000US39037,52185,0.323,6344,0.947,0.042,120.16,42,112100,0.721569,0.663,None
Vernon Parish,05000US22115,52101,0.366,7286,0.9,0.077,255.79,30.1,107900,0.537804,0.499,None
Camden County,05000US13039,52092,0.315,7029,0.89,0.055,411.69,31.5,151700,0.581306,0.314,None
Ogle County,05000US17141,52034,0.312,5617,0.899,0.062,63.26,41.8,138500,0.758445,0.471,None
Elko County,05000US32007,52029,0.303,5401,0.8,0.052,371.4,33.5,197500,0.702917,0.379,769
Harrisonburg city,05000US51660,51979,0.248,14757,0.876,0.053,208.66,24,197400,0.374353,0,5686
Waupaca County,05000US55135,51974,0.285,5327,0.953,0.047,113.27,44.8,137700,0.750654,0.649,None
Lyon County,05000US32019,51897,0.298,7876,0.75,0.094,272.84,43.7,143200,0.686511,0.369,None
Washington County,05000US40147,51892,0.332,7325,0.767,0.042,219.8,40.4,111900,0.701009,0.239,413
Hoke County,05000US37093,51853,0.347,11545,0.75,0.081,107.17,31.7,134100,0.652482,0.432,None
Cass County,05000US26027,51795,0.353,7636,0.82,0.048,169.38,44.6,128200,0.810876,0.712,670
Knox County,05000US17095,51752,0.262,8418,0.869,0.062,321.94,42.1,80100,0.653977,0.243,911
Grant County,05000US55043,51723,0.319,7335,0.923,0.044,140.47,36,135400,0.705524,0.645,2434
Box Elder County,05000US49003,51528,0.335,5250,0.88,0.036,177.18,32.1,169200,0.762414,0.311,None
Worcester County,05000US24047,51441,0.294,5162,0.93,0.106,383.32,49.4,243600,0.750881,0.355,None
Lincoln County,05000US46083,51396,0.287,1903,0.925,0.023,251.03,34.2,198500,0.783708,0.293,256
Somerset County,05000US23025,51363,0.35,9118,0.859,0.066,120.94,45.4,107100,0.764923,0.805,399
Scott County,05000US21209,51348,0.294,5309,0.86,0.041,255.08,36.1,167700,0.693121,0.325,365
Wayne County,05000US42127,51307,0.331,6034,0.943,0.057,117.4,47,174500,0.79106,0.881,None
Cherokee County,05000US48073,51257,0.301,10570,0.918,0.052,426.23,37.7,89300,0.737997,0.63,91
Winona County,05000US27169,51145,0.289,6539,0.798,0.033,83.3,34,156500,0.704476,0.345,4466
Jessamine County,05000US21113,51015,0.315,9139,0.88,0.043,172.93,37.6,160500,0.626868,0.259,701
Franklin County,05000US36033,51007,0.303,8706,0.833,0.065,120.85,40.1,100900,0.723146,0.627,248
Coffee County,05000US01031,50991,0.337,8219,0.962,0.059,321.16,39.3,142800,0.666684,0.472,247
Dickson County,05000US47043,50926,0.359,8019,0.9,0.056,392.28,40,143500,0.727485,0.678,378
Loudon County,05000US47105,50637,0.275,6767,0.876,0.057,204.84,47.2,185900,0.770189,0.406,None
Curry County,05000US35009,50544,0.305,10676,0.781,0.049,438.53,30.8,125900,0.589496,0.141,791
Kerr County,05000US48265,50505,0.267,8158,0.91,0.037,178.2,48,162600,0.691492,0.411,281
Grundy County,05000US17063,50338,0.304,4899,0.904,0.068,79.24,37.2,183200,0.737695,0.244,None
Franklin County,05000US21073,49982,0.332,7054,0.789,0.044,268.5,40.8,138800,0.62556,0.276,387
Le Flore County,05000US40079,49885,0.391,11061,0.845,0.067,227.93,39.7,83400,0.728608,0.729,748
Henry County,05000US17073,49681,0.305,6019,0.891,0.062,123.42,42.3,112700,0.776812,0.503,None
Montgomery County,05000US36057,49667,0.26,10014,0.774,0.067,108.7,41.3,99100,0.667349,0.409,497
Calumet County,05000US55015,49653,0.313,3129,0.947,0.036,116.57,39.4,166600,0.811136,0.275,None
Tioga County,05000US36107,49649,0.293,5405,0.83,0.056,72.47,43.9,112300,0.782289,0.657,None
Columbia County,05000US41009,49645,0.338,6598,0.734,0.072,102.19,43.3,213200,0.718336,0.436,None
